track,unit,roll,pitch,yaw,tx,ty,tz
KITTI,0000,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0001,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0002,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0003,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0004,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0005,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0006,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0007,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0008,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0009,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0010,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0011,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0012,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0013,-0.24356353991920981,0.4822586242734643,0.057226032740751526,1.0804994306369502,-0.25004456813092163,0.7292838631685875
KITTI,0014,-0.1134382984239139,-0.4185456976389669,-0.04794368041235384,1.1376861968317986,-0.2693599885780289,0.7388187158742623
KITTI,0015,-0.1134382984239139,-0.4185456976389669,-0.04794368041235384,1.1376861968317986,-0.2693599885780289,0.7388187158742623
KITTI,0016,-0.1134382984239139,-0.4185456976389669,-0.04794368041235384,1.1376861968317986,-0.2693599885780289,0.7388187158742623
KITTI,0017,-0.1134382984239139,-0.4185456976389669,-0.04794368041235384,1.1376861968317986,-0.2693599885780289,0.7388187158742623
KITTI,0018,-0.23084827455156678,-0.28954220602687,0.3217642460381771,1.0746953565139086,-0.25317478568977253,0.737914770344564
KITTI,0019,-0.23084827455156678,-0.28954220602687,0.3217642460381771,1.0746953565139086,-0.25317478568977253,0.737914770344564
KITTI,0020,-0.3866977956271722,-0.5294918133277946,0.06856820530392176,1.0983813444354538,-0.25914669114372857,0.7445658588115998
nuScenes,scene-0001,-0.04796393964344046,-0.32295898184483507,0.32572075484470886,1.70079118954,0.0159456324149,1.51095763913
nuScenes,scene-0002,-0.04796393964344046,-0.32295898184483507,0.32572075484470886,1.70079118954,0.0159456324149,1.51095763913
nuScenes,scene-0003,-0.04796393964344046,-0.32295898184483507,0.32572075484470886,1.70079118954,0.0159456324149,1.51095763913
nuScenes,scene-0004,-0.04796393964344046,-0.32295898184483507,0.32572075484470886,1.70079118954,0.0159456324149,1.51095763913
nuScenes,scene-0005,-0.04796393964344046,-0.32295898184483507,0.32572075484470886,1.70079118954,0.0159456324149,1.51095763913
nuScenes,scene-0006,-0.04796393964344046,-0.32295898184483507,0.32572075484470886,1.70079118954,0.0159456324149,1.51095763913
nuScenes,scene-0007,-0.04796393964344046,-0.32295898184483507,0.32572075484470886,1.70079118954,0.0159456324149,1.51095763913
nuScenes,scene-0008,-0.04796393964344046,-0.32295898184483507,0.32572075484470886,1.70079118954,0.0159456324149,1.51095763913
