log,split,filename_jpg,image_token,timestamp,ego_pose_token,frame
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/6e64dafe25455fef.jpg,6e64dafe25455fef,1620858029687455,055cc2bb23175943,0
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/765c1626569e5240.jpg,765c1626569e5240,1620858029787435,b6946aa697d55981,1
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/1a2e8d9727b855d7.jpg,1a2e8d9727b855d7,1620858029887444,75e830f8f9ce5541,2
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/1c6f99c51e075f2e.jpg,1c6f99c51e075f2e,1620858029987453,1c1f93cf5d445f90,3
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/11860c52d20155b5.jpg,11860c52d20155b5,1620858030087432,3701f12d82a05c31,4
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/b953d2abc5ad5575.jpg,b953d2abc5ad5575,1620858030187353,9ef9520a0f6e5578,5
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/38886c70a5865591.jpg,38886c70a5865591,1620858030287362,63755c7cdb6c5884,6
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/72ec12d43bbc53d7.jpg,72ec12d43bbc53d7,1620858030387371,fe92e92ae3145f0d,7
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/72d4810c5d215f2b.jpg,72d4810c5d215f2b,1620858030487350,88971e0f621551cf,8
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/2922c9bd45295f55.jpg,2922c9bd45295f55,1620858030587359,4f57284a22de55e8,9
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/5b644d9455125f7c.jpg,5b644d9455125f7c,1620858030687368,f8d6205526915144,10
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/48e3ce3fa5d25a47.jpg,48e3ce3fa5d25a47,1620858030787347,f9f7c3b00db75f03,11
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/7e756995c8e65a1d.jpg,7e756995c8e65a1d,1620858030887356,9b2a03d9b3995221,12
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/60dd893b752f5dd3.jpg,60dd893b752f5dd3,1620858030987365,f172d2724cf75f69,13
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/d07a5a17dba35933.jpg,d07a5a17dba35933,1620858031087374,45296b7d9fc55741,14
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/0ade6d4c84f55490.jpg,0ade6d4c84f55490,1620858031187265,8d0d55cc9f8d555a,15
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/9238b59d2336524e.jpg,9238b59d2336524e,1620858031287274,b44b9e1da02a51b1,16
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/0e6c7bfc139052ef.jpg,0e6c7bfc139052ef,1620858031387253,51ffae7bb4c952c7,17
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/e447af3de35b5fe7.jpg,e447af3de35b5fe7,1620858031487262,9b32c7057c2c5a4e,18
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/94d9d645f42a541d.jpg,94d9d645f42a541d,1620858031587271,35e646536a07589f,19
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/338a5103d2c054df.jpg,338a5103d2c054df,1620858031687251,f058ecb887925ea2,20
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/c28877b1a8a0597b.jpg,c28877b1a8a0597b,1620858031787260,e5dcbc68c65652d5,21
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/ed44b088f63e549e.jpg,ed44b088f63e549e,1620858031887269,3c7f34fcfb585601,22
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/2111d2c10df85783.jpg,2111d2c10df85783,1620858031987248,7fca3cbd4c4d5ac4,23
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/5e080271d2825185.jpg,5e080271d2825185,1620858032087257,df757b5b431554c1,24
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/8ed353aa5d60522a.jpg,8ed353aa5d60522a,1620858032187178,46ff6d4c1056554b,25
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/0cbcc35c25a25f3c.jpg,0cbcc35c25a25f3c,1620858032287187,bf9cfed38734565a,26
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/66c4a42a06e25f30.jpg,66c4a42a06e25f30,1620858032387196,5b602e6b6dc1593d,27
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/089f5eaa04a1598e.jpg,089f5eaa04a1598e,1620858032487175,00385bcfc19f5413,28
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/69dd00a7eebb56c8.jpg,69dd00a7eebb56c8,1620858032587184,a1f384f847cc583e,29
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/0756966a7c8654ab.jpg,0756966a7c8654ab,1620858032687193,b8c1d49306aa58db,30
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/3c980329759a504f.jpg,3c980329759a504f,1620858032787173,20c1d04664b6582a,31
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/537b87866ff95e85.jpg,537b87866ff95e85,1620858032887182,3f2a55f5145d5300,32
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/60e9fb85f0ce5120.jpg,60e9fb85f0ce5120,1620858032987191,2e49bf31e2bf5847,33
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/71637d0af4a653aa.jpg,71637d0af4a653aa,1620858033087598,abdd7a6820085ce1,34
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/56ddbf876f435979.jpg,56ddbf876f435979,1620858033187518,35c83e0d31d4564b,35
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/b6453258d52e5471.jpg,b6453258d52e5471,1620858033287527,4f90798a698c56da,36
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/e74a9ad925ed5332.jpg,e74a9ad925ed5332,1620858033387536,9d7be570cc32551a,37
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/e4ad02d9f52f5661.jpg,e4ad02d9f52f5661,1620858033487516,7fcdaf5800f75f26,38
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/d47252d3b8d052b6.jpg,d47252d3b8d052b6,1620858033587525,f28788c5bea15a77,39
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/b3fa7d8ae8cb5817.jpg,b3fa7d8ae8cb5817,1620858033687534,d2b33c7c8e465405,40
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/89cb07e6e44a5716.jpg,89cb07e6e44a5716,1620858033787513,0f9d93947ad3564e,41
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/324bbe9c6fb45b0f.jpg,324bbe9c6fb45b0f,1620858033887522,4e3b8966f8d8514d,42
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/d8bbbaaf1d5a569e.jpg,d8bbbaaf1d5a569e,1620858033987532,39bd30ed0b1859a2,43
2021.05.12.22.00.38_veh-35_01008_01518,val,2021.05.12.22.00.38_veh-35_01008_01518/CAM_F0/494bf9f9b3505a83.jpg,494bf9f9b3505a83,1620858034087511,cd81458040715088,44
