seq,frame,v_ego_centred,v_ego_causal,first_frame,window_s
scene-0001,0,4.185805227049072,0.0,1,0.0
scene-0001,1,4.0489097154868325,4.185805227049072,0,0.5004398822784424
scene-0001,2,3.9510177979398384,3.9435651424005957,0,0.5003969669342041
scene-0001,3,4.143351137199047,3.9947074971983723,0,0.4998931884765625
scene-0001,4,4.409654017443625,4.334348365169951,0,0.4998598098754883
scene-0001,5,4.76306363341256,4.512770328924981,0,0.5999641418457031
scene-0001,6,5.268861438326121,5.0829339299354634,0,0.5004329681396484
scene-0001,7,5.566015968232049,5.504158102767997,0,0.39980387687683105
scene-0001,8,5.750219046338321,5.615560889915852,0,0.49930310249328613
scene-0001,9,5.923101487919342,5.884721950920771,0,0.49988293647766113
scene-0001,10,5.917453222095678,5.961543908853863,0,0.4993290901184082
scene-0001,11,5.7766630691766565,5.873411230233075,0,0.4998779296875
scene-0001,12,5.510901938436685,5.679912863022665,0,0.49986696243286133
scene-0001,13,5.292337232779927,5.341896598309294,0,0.4998760223388672
scene-0001,14,5.088948848819359,5.237231357326795,0,0.4495570659637451
scene-0001,15,4.76015264431697,4.955813606558458,0,0.5004410743713379
scene-0001,16,4.433443530750675,4.564670578818576,0,0.4998819828033447
scene-0001,17,4.177801800811923,4.314923479790568,0,0.5496358871459961
scene-0001,18,4.050524903961098,4.052866375082783,0,0.6005129814147949
scene-0001,19,4.098413295697814,4.048852641386939,0,0.500420093536377
scene-0001,20,4.2767885596831805,4.14863698395939,0,0.4998769760131836
scene-0001,21,4.5296615838059395,4.405066488890359,0,0.49987292289733887
scene-0001,22,4.752152362170575,4.654114115274698,0,0.500446081161499
scene-0001,23,5.034939689689771,4.85069288131423,0,0.5004351139068604
scene-0001,24,5.410807221120031,5.220549733438337,0,0.4998629093170166
scene-0001,25,5.714282126248377,5.603330678236262,0,0.4993159770965576
scene-0001,26,5.97293295381455,5.827115211464865,0,0.4998788833618164
scene-0001,27,6.1736843645981585,6.118875138472752,0,0.5012290477752686
scene-0001,28,6.304921961766192,6.228695278790724,0,0.4996299743652344
scene-0001,29,6.412024086433321,6.381161970056994,0,0.4998741149902344
scene-0001,30,6.386506567046127,6.44287424380997,0,0.5004599094390869
scene-0001,31,6.339722956933591,6.330095591942399,0,0.49984312057495117
scene-0001,32,6.41757303341886,6.3494101424940235,0,0.4993319511413574
scene-0001,33,6.503756430175411,6.485722602254787,0,0.500446081161499
scene-0001,34,6.451208701241703,6.522038063669755,0,0.49986886978149414
scene-0001,35,6.298243136289266,6.363368081615459,0,0.4003310203552246
scene-0001,36,6.223818569170246,6.247165936433605,0,0.4998660087585449
scene-0001,37,6.187094121239744,6.200886379161321,0,0.49988794326782227
scene-0001,38,6.241148863092184,6.1733475807256655,0,0.49987101554870605
scene-0001,39,6.3092843624331865,6.3092843624331865,0,0.4998660087585449
scene-0002,0,2.7994870111505823,0.0,1,0.0
scene-0002,1,2.9282826753664755,2.7994870111505823,0,0.4998760223388672
scene-0002,2,3.18200874114018,3.0588589491502645,0,0.4998760223388672
scene-0002,3,3.331582285859043,3.3083557715045204,0,0.49932193756103516
scene-0002,4,3.2364976808831343,3.358749099511478,0,0.5004620552062988
scene-0002,5,3.1229217629068073,3.1404824918130374,0,0.6004719734191895
scene-0002,6,3.0431252822502635,3.1147238718221857,0,0.4998781681060791
scene-0002,7,2.9807936712611975,2.984412853226311,0,0.49988484382629395
scene-0002,8,3.1835257825545105,2.9937716560963272,0,0.4993140697479248
scene-0002,9,3.624712422540142,3.440125001882281,0,0.4003419876098633
scene-0002,10,3.9178878286210526,3.794674623512295,0,0.4998779296875
scene-0002,11,4.320664866488153,4.073049709806549,0,0.5009841918945312
scene-0002,12,4.890524926765415,4.589649444081335,0,0.5004239082336426
scene-0002,13,5.518276113336595,5.230926065822015,0,0.45066404342651367
scene-0002,14,6.045833130783915,5.75435216659766,0,0.550217866897583
scene-0002,15,6.679318168006145,6.367033451693846,0,0.499312162399292
scene-0002,16,7.29560571956055,6.990925179647401,0,0.5004239082336426
scene-0002,17,7.584908772514662,7.6009800204526865,0,0.49931907653808594
scene-0002,18,7.702680378336865,7.5689434297551,0,0.4998748302459717
scene-0002,19,7.691966494219191,7.836435349401996,0,0.49990415573120117
scene-0002,20,7.475412780250039,7.531310029978717,0,0.44953203201293945
scene-0002,21,7.34101837957273,7.425261921442125,0,0.49989795684814453
scene-0002,22,7.157250702756195,7.257020113548668,0,0.4998600482940674
scene-0002,23,6.811798241607868,7.0576289363575215,0,0.4998788833618164
scene-0002,24,6.420228644300625,6.588628193663775,0,0.5502030849456787
scene-0002,25,6.0268875557794575,6.265892671137282,0,0.5999879837036133
scene-0002,26,5.502410860740626,5.740202255215104,0,0.49985384941101074
scene-0002,27,5.02290159711414,5.264989990620288,0,0.500432014465332
scene-0002,28,4.48155342347056,4.780325715319768,0,0.49931907653808594
scene-0002,29,4.222280370275907,4.1832428502843255,0,0.499859094619751
scene-0002,30,4.392440613246691,4.261358886892099,0,0.4998769760131836
scene-0002,31,4.896756109630019,4.556376543920898,0,0.3997828960418701
scene-0002,32,5.531917068410157,5.168980881695985,0,0.4998929500579834
scene-0002,33,6.152529073053511,5.894482628091515,0,0.5004260540008545
scene-0002,34,6.844196353860443,6.410293648690942,0,0.5009829998016357
scene-0002,35,7.528799920271073,7.27857463396367,0,0.5004351139068604
scene-0002,36,7.979644416402739,7.7790699298967505,0,0.5004489421844482
scene-0002,37,8.390626952517811,8.180464809249656,0,0.49984097480773926
scene-0002,38,8.700546591201213,8.600788347948553,0,0.49986791610717773
scene-0002,39,8.800412972406315,8.800412972406315,0,0.4993770122528076
scene-0003,0,0.055743641096089556,0.0,1,0.0
scene-0003,1,0.02956270823519549,0.055743641096089556,0,0.49932217597961426
scene-0003,2,0.004296586663730756,0.005535945824329687,0,0.49931788444519043
scene-0003,3,0.003041816580511443,0.003464711781218093,0,0.4998810291290283
scene-0003,4,0.005758927321718202,0.002628946751375358,0,0.5009839534759521
scene-0003,5,0.15357431971218358,0.011182553062558274,0,0.450667142868042
scene-0003,6,0.4145321029597903,0.2819705647561789,0,0.5004308223724365
scene-0003,7,0.8600623834823035,0.5471206688891391,0,0.5004291534423828
scene-0003,8,1.3822052084006675,1.1447034727724523,0,0.5501868724822998
scene-0003,9,1.7778937908378416,1.6439563986327603,0,0.4993431568145752
scene-0003,10,1.911415990611069,1.9115764108019022,0,0.5004208087921143
scene-0003,11,1.8657459255073578,1.9113300565619291,0,0.4998950958251953
scene-0003,12,1.6673874225012162,1.815055504770507,0,0.4495279788970947
scene-0003,13,1.3682930154580462,1.5344708330606296,0,0.4993269443511963
scene-0003,14,1.08610958634726,1.2023136390528286,0,0.4998769760131836
scene-0003,15,0.9545173355334486,0.9805445138017531,0,0.5502002239227295
scene-0003,16,0.8908236091909519,0.9259156342000371,0,0.5004618167877197
scene-0003,17,0.7472625456348788,0.8517727505083164,0,0.44953107833862305
scene-0003,18,0.8281969181448782,0.6618772422401389,0,0.5501840114593506
scene-0003,19,1.1839136756636446,1.011058872501518,0,0.5005190372467041
scene-0003,20,1.30403185371204,1.3570022430022564,0,0.499845027923584
scene-0003,21,1.3072802968951776,1.2599861763143003,0,0.6010258197784424
scene-0003,22,1.336466836725367,1.3641517271780894,0,0.49985313415527344
scene-0003,23,1.2135296971115048,1.3088132459368316,0,0.4999098777770996
scene-0003,24,0.9866016363079388,1.118211104043903,0,0.49928903579711914
scene-0003,25,0.8131900354956858,0.8551540901267619,0,0.4998810291290283
scene-0003,26,0.7356786064151098,0.771284905357347,0,0.5004580020904541
scene-0003,27,0.8422787323908235,0.70003309090229,0,0.49984002113342285
scene-0003,28,1.2810481764222668,1.0201565635765135,0,0.3998138904571533
scene-0003,29,1.8659256901863233,1.4897269709955427,0,0.49985504150390625
scene-0003,30,2.533425291217065,2.241695983606634,0,0.500434160232544
scene-0003,31,2.96981479473752,2.825565385155542,0,0.499891996383667
scene-0003,32,3.29823328865455,3.1142073273907194,0,0.49985480308532715
scene-0003,33,3.6196808037162747,3.482593902441327,0,0.49933600425720215
scene-0003,34,3.7715817911544898,3.7717668643126148,0,0.45009517669677734
scene-0003,35,3.667350958268281,3.771394439007593,0,0.4003908634185791
scene-0003,36,3.4558332683653035,3.5841217474675466,0,0.4998281002044678
scene-0003,37,3.1677683511071235,3.327652745682649,0,0.4998798370361328
scene-0003,38,2.7743879552921817,3.0078898377190915,0,0.4998970031738281
scene-0003,39,2.4828250612759977,2.4828250612759977,0,0.4003322124481201
scene-0004,0,4.2328049614427865,0.0,1,0.0
scene-0004,1,4.28750096771705,4.2328049614427865,0,0.4999079704284668
scene-0004,2,4.383836703419317,4.342201907075685,0,0.4998660087585449
scene-0004,3,4.621182978192515,4.430079080919166,0,0.4501149654388428
scene-0004,4,4.892796528528298,4.793275299383615,0,0.4998490810394287
scene-0004,5,5.193492839779972,4.992311827803688,0,0.4998810291290283
scene-0004,6,5.541027505564879,5.394453134458018,0,0.5004310607910156
scene-0004,7,5.861053344546893,5.687611030454913,0,0.5004317760467529
scene-0004,8,6.184071471649151,6.034519146546001,0,0.5004220008850098
scene-0004,9,6.428257899188986,6.333627457837569,0,0.5004291534423828
scene-0004,10,6.694683669884795,6.523021582236316,0,0.499891996383667
scene-0004,11,6.960453218506415,6.86654303448851,0,0.49931907653808594
scene-0004,12,7.200888673716959,7.04577037240178,0,0.5496268272399902
scene-0004,13,7.472531915752548,7.371673186949877,0,0.49988698959350586
scene-0004,14,7.683891084340836,7.573281322063895,0,0.5004310607910156
scene-0004,15,7.959054350207596,7.795198729713354,0,0.5004560947418213
scene-0004,16,8.090294528256514,8.123277920684737,0,0.49985599517822266
scene-0004,17,8.067104818613057,8.057341915806058,0,0.49986886978149414
scene-0004,18,8.132087988227264,8.076867785307744,0,0.49986696243286133
scene-0004,19,8.231691997623576,8.187407193942919,0,0.4999251365661621
scene-0004,20,8.440971328037465,8.276262830015728,0,0.4998359680175781
scene-0004,21,8.788865026596318,8.605791095475373,0,0.4998738765716553
scene-0004,22,8.987357150337633,8.972018607514105,0,0.49987006187438965
scene-0004,23,9.066122593844277,9.004428369523698,0,0.4495539665222168
scene-0004,24,9.12179210728748,9.121734901276948,0,0.4998810291290283
